Qtime,Qindustry,Qtitle,Qwork_title,Qlanguages,Qfirst_language,Qr_experience,Qr_year,Qtime_to_proficiency,Qr_learning_path,Qreason_to_learn,Qr_use,Qr_length_to_success,Qr_difficulty,Qr_reason_experienced,Qr_how_often_used,Qr_enjoyment,Qr_difficulty_experienced,Qtidyverse_learning,Qtidyverse_today,Qshiny,Qunit_tests,Qlike_best,Qlike_least,Qrecommend,Qused_for,Qmost_difficult_aspect,blank_question,Qnot_live_without,Qcapability_missing,Qtools,Qchange_one_thing,Qyear_born,Qgender,Qcountry,Qethnicity,Qdegree,Qteam_r_users,Qversion_control,Qtools_with_r,Qobstacles_to_starting,Qbiggest_difficulty,Qhow_to_learn_r,learner_type,Qgender_coded
2018-12-06T12:17:26Z,Research,Research scientist,Researcher,"C/C++, Excel, Javascript, Matlab, PHP, Tableau, Visual Basic, C#",Visual Basic,Expert,2013,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,4,4,No,Usually,Never -- I don't use Shiny.,Rarely -- I only write unit tests in situations that require it,The simplicity of data transformation,"When the docs pack multiple functions into one page, but the function I want has little to no explanation or examples",9,"Statistical analysis, Data transformation, Modeling, Visualization, Text processing, Survey analysis",NA,NA,"ggplot, dplyer, and tidyr","Simpler ""tidy"" functions for computing effect size and confidence intervals with more complex data - not just a t-test, but multiple independent variables",NA,A guide from data type to visualization and analysis,1984,male,France,White,"Doctorate (e.g. PhD, EdD)",5,Sometimes -- I use version control on critical parts of my work,RStudio Desktop (IDE),NA,"Documentation, Every time there is a gap in the tidyverse, and I have to rely on base R.",NA,Early Learner,male
2018-12-06T12:17:35Z,Education,NA,Retired,"Excel, Matlab, SPSS, Tableau",Basic,Intermediate,2017,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a week and once a month,4,3,Yes,Rarely,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Open source,more my programming skills,7,"Statistical analysis, Modeling",NA,NA,NA,NA,NA,NA,1953,male,Ireland,White,"Master’s degree (e.g. MA, MS, MEd)",0,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Matlab, RStudio Desktop (IDE)",NA,Documentation,NA,Recent Learner,male
2018-12-06T12:18:11Z,Education,Assistant professor,Researcher,"Excel, SAS, SPSS, Stata",Excel,Intermediate,2014,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,5,3,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Repriducibility,Learning curve,10,"Statistical analysis, Data transformation, Visualization",NA,NA,Dplyr,Excel like cell manipulation if dataframes,NA,If only tidyverse was there when I started.,1985,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",4,I don't know what version control is.,RStudio Desktop (IDE),NA,Getting started,NA,Early Learner,male
2018-12-06T12:18:22Z,Research,Graduate student,Student,Excel,Excel,Intermediate,2015,Months,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,3,3,No,Occasionally,Never -- I don't use Shiny.,I don't know what unit tests are,Its versatility--you can do nearly anything with it,Error messages usually aren't intuitive for non-experts,10,"Statistical analysis, Modeling, Visualization",NA,NA,generalized linear models (stats/MASS/car),"A unified stats package with more capabilities and a common syntax (tidyverse, but for stats)",NA,NA,1991,male,United States of America,White,"One or more graduate courses, no graduate degree",50,Sometimes -- I use version control on critical parts of my work,"Microsoft Excel, RStudio Desktop (IDE)",NA,Using the R command line interface,NA,Early Learner,male
2018-12-06T12:18:46Z,Research,postdoc,Researcher,"Excel, Python, graphpad prism",pascal,Beginner,2018,I don't feel proficient in R yet.,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,3,3,Yes,Rarely,Never -- I don't use Shiny.,Never -- I don't write unit tests,"robustness, Rmds, availability of statistical packages (cvompared to python)",syntax..,8,"Statistical analysis, Visualization, Machine learning",NA,NA,"lme, wrs.",NA,NA,more native syntax (I learned python long before R. I assume thats my pri=oblem),1980,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",5,Never -- I don't use version control for my R code,"Jupyter Notebooks, Python",NA,"Language syntax, Language irregularities",NA,Recent Learner,male
2018-12-06T12:18:50Z,Non-Profit/Humanitarian,Business Intelligence Developer,Data scientist or analyst,"Excel, Javascript, Python, Ruby, Tableau",Basic on the Apple 2,Intermediate,2016,Weeks,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,"I wanted to use a specific R package (e.g., ggplot2, caret, rmarkdown)",More than once a day,5,3,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Rarely -- I only write unit tests in situations that require it,The community,Some of the syntax for accessing lists/vectors etc.,10,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis, Financial analysis",NA,NA,Dplyr,NA,NA,I would've started with more Tidyverse from the get go,1978,male,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",4,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, Python, R Command Line (i.e., the native R terminal interface), Shinyapps.io, Shiny Server",NA,"Data types, Language syntax",NA,Early Learner,male
2018-12-06T12:18:52Z,Research,Research Assistant,Data scientist or analyst,"Excel, SPSS, STATA",Excel,Beginner,2018,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was required for my work,Between once a week and once a month,2,4,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,"Commands, files, graph results, everything in front of me in one single window - unlike STATA",Language syntax,10,"Statistical analysis, Data transformation, Visualization",NA,NA,Tidyverse,NA,NA,Help files like STATA,1994,female,Pakistan,Asian,"Bachelor’s degree (e.g. BA, BS)",3,I don't know what version control is.,"Databricks, Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,"Finding proper packages to use, Language syntax, Language irregularities",NA,Recent Learner,female
2018-12-06T12:18:59Z,Education,Professor,Data scientist or analyst,"Excel, Java, Javascript, PHP, Python, SPSS","Html, css, latex",Expert,2010,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Rarely -- I only write unit tests in situations that require it,"Problem solving, creating data products",Nothing,10,"Statistical analysis, Data transformation, Modeling, Visualization, Text processing, Survey analysis, Website/blog creation",NA,NA,None,Present stimuli for experiments,NA,Nothing,1982,male,United States of America,"White, Hispanic/Latinx, Native American","Doctorate (e.g. PhD, EdD)",3,Frequently -- I use version control on most of the code that I write,"Python, R Command Line (i.e., the native R terminal interface), RStudio.cloud, RStudio Desktop (IDE), Shinyapps.io, Sublime text",NA,"Documentation, Getting started",NA,Early Learner,male
2018-12-06T12:19:00Z,Research,Assistant Professor,Researcher,"Excel, SPSS",SPSS,Intermediate,2013,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a week and once a month,3,4,No,Never,I don't know what Shiny is.,Never -- I don't write unit tests,The flexibility & amount of existing packages/workflows for omics analysis,"Self taught, so probably are a lot more efficient ways to do things. Never coded before learning R",10,"Statistical analysis, Data transformation, Modeling, Visualization, Genomics, Medicine",NA,NA,Bio conductor,An easy way to make/manipulate output tables that are publication ready,NA,"Not sure, probably should have taken a course",1979,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",5,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,"Data types, Error messages, Getting started, Language syntax, Using the R command line interface",NA,Early Learner,female
2018-12-06T12:19:00Z,Education,prof,Educator,"Excel, Matlab, Python, SAS, SPSS, stata",Visual Basic,Intermediate,2010,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,More than once a day,5,4,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Magrittr pipes,Upgrading so often,10,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,Tidyverse,None,NA,NA,1963,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",5,Sometimes -- I use version control on critical parts of my work,RStudio Desktop (IDE),NA,Error messages,NA,Early Learner,male
2018-12-06T12:19:11Z,Research,Statistical Data Analyst,Data scientist or analyst,"C/C++, Excel, Python, SAS, SPSS, Tableau",C/C++,Intermediate,2015,Weeks,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,2,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,No tabbing!,Packages lose support,9,"Statistical analysis, Data transformation, Visualization, Machine learning, Text processing, Medicine, Survey analysis, Clinical trials",NA,NA,Tidytext,Allow two user windows at once,NA,Learning shiny,1995,male,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",2,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, Python, SAS, Shiny Server",NA,"Documentation, Managing packages",NA,Early Learner,male
2018-12-06T12:19:14Z,Professional and Business Services,Operations manager,Management,"Matlab, Python",Python,Beginner,2018,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I thought it would open new career opportunities,Between once a day and once a week,4,4,No,I don't know what tidyverse is,I don't know what Shiny is.,Never -- I don't write unit tests,"Powerful, open source tool with vibrant community and growing applications.",Aesthetics ;),8,"Statistical analysis, Visualization",NA,NA,Gg2,Not sure.,NA,Not knowledgeable to answer.,1986,male,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",4,I don't know what version control is.,"Python, RStudio Desktop (IDE)",NA,"Data types, Language irregularities",NA,Recent Learner,male
2018-12-06T12:19:15Z,Research,phd candidate,Student,"Excel, SAS",SAS,Expert,2015,Years,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,4,4,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Rarely -- I only write unit tests in situations that require it,"flexibility. Easy to make packages, and lots of available packages","sometimes slow, the feeling that python is overtaking",8,"Statistical analysis, Data transformation, Modeling, Visualization",NA,NA,git intergration,speed,NA,not sure,1987,male,United States of America,Hispanic/Latinx,"Master’s degree (e.g. MA, MS, MEd)",20,Frequently -- I use version control on most of the code that I write,RStudio Desktop (IDE),NA,"Error messages, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-06T12:19:27Z,Research,Lecturer,Researcher,"Excel, Python, SAS, SPSS, Visual Basic, Borland Delphi",Excel,Expert,2006,Months,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,No,Rarely,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Wide range of model-fitting packages,It's slow,8,"Statistical analysis, Modeling, Visualization, Genomics",NA,NA,lme4,Can't think of one,NA,Consistent syntax between model fitting packages,1968,male,United Kingdom,White,"Doctorate (e.g. PhD, EdD)",50,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE)",NA,Data types,NA,Early Learner,male
2018-12-06T12:19:27Z,Consulting,Principal Data Scientist,Data scientist or analyst,"Excel, Matlab, Python, SAS, Tableau",C/C++,Expert,2012,Years,On the job,NA,NA,NA,NA,It was required for my work,More than once a day,5,2,No,Usually,Frequently -- I frequently use or build Shiny applications,Sometimes -- I write unit tests when I have code that is critical to my project or work,"You can extremely quickly create a model, visualization, or API",There are many wants to do things and many are bad. It's not clear what is the right approach for inexperienced people,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Survey analysis",NA,NA,purrr,better parallel processing,NA,"fork R and kill things like $ and df[,] notation which should be avoided anyway",1986,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",30,Frequently -- I use version control on most of the code that I write,"Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server, Shinyapps.io, Shiny Server, Shiny Server Pro",NA,"Language syntax, Language irregularities",NA,Early Learner,female
2018-12-06T12:19:44Z,Self-employed,Engineer,Most of them except Retired and Sales,"C/C++, Excel, Javascript, Matlab, Python, SAS, SPSS, Swift, Tableau, Visual Basic, Unity",C/C++,Expert,2018,Months,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I was personally interested,More than once a day,5,2,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",I don't know what unit tests are,Ease of use,So many packages.,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Genomics, Survey analysis, Financial analysis",NA,NA,Tidyverse.,NA,NA,It would be nice if RStudio had a web version so i can get to work on R even in a gaming cafe.,1992,male,Italy,Mixed,"One or more graduate courses, no graduate degree",50,Sometimes -- I use version control on critical parts of my work,"Databricks, Matlab, Microsoft Excel, Python, SPSS",NA,"Data types, Documentation, Error messages, Language syntax, Language irregularities, Learning the RStudio development environment, Managing packages",NA,Recent Learner,male
