Timestamp	X.Cómo.calificarías.tu.nivel.de.experiencia.usando.R.	X.Cuál.es.tu.plan.para.aprender.R.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....4	Si.aprendieras.R...para.qué.consideras.que.lo.usarías...marca.todas.las.opciones.que.apliquen.	X.Qué.herramientas.analíticas.usas.hoy.para.las.funciones.para.las.que.podrías.aprender.R...por.favor..marca.todas.las.opciones.que.apliquen.	X.Cuál.crees.que.es.el.mayor.obstáculo.que.debes.superar.para.tratar.de.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.enumeramos.tu.obstáculo..elige..Other..y.agrega.tu.obstáculo.como.texto.libre.	X.En.qué.año.comenzaste.a.aprender.R.	X.Cómo.aprendiste.R..Si.usaste.varios.métodos..por.favor..selecciona.el.que.hayas.usado.más.	X.Qué.opción.refleja.mejor.la.razón.principal.por.la.que.aprendiste.R....10	X.Cuál.crees.que.fue.el.mayor.obstáculo.que.tuviste.que.superar.para.aprender.R..Las.siguientes.opciones.son.solo.sugerencias..Si.no.hemos.enumerado.su.obstáculo..elija..Otro..y.agregue.su.obstáculo.en.el.texto.	X.Con.qué.frecuencia.usa.R.hoy..ya.sea.para.proyectos.profesionales.o.personales.	X.Cuál.es.el.sistema.operativo.principal.que.usa.para.su.trabajo.de.R.	X.Para.qué.aplicaciones.usas.R.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.R.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.R.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.utilizas.con.tus.aplicaciones.R...por.favor.marca.todas.las.que.correspondan.	X.Usaste.paquetes.tidyverse.como.ggplot2.o.dplyr.para.aprender.R.	X.Utilizas.paquetes.tidyverse.cuando.usa.R.ahora.	X.Qué.es.lo.que.más.te.gusta.de.usar.R.	X.Qué.es.lo.que.menos.te.gusta.de.usar.R.	Cuando.tienes.problemas.en.R...a.quién.recurres.para.pedir.ayuda.	X.Cómo.descubre.nuevos.paquetes.o.paquetes.que.no.le.son.familiares.	X.Cómo.compartes.los.resultados.que.creas.en.R..Marca.todos.lo.que.correspondan.	Mirando.hacia.el.futuro...cómo.espera.que.cambie.su.uso.de.R.en.2021.	Para.asegurarnos.que.no.seas.un.robot..por.favor.escribe.la.palabra..five...sin.comillas..en.la.siguiente.caja.	X.Utiliza.actualmente.R.Markdown..Elija.la.declaración.que.más.se.ajuste.a.su.uso.	X.Para.qué.aplicaciones.utilizas.R.Markdown..Marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.R.Markdown.en.2021.	X.Con.qué.frecuencia.usas.Shiny.actualmente..ya.sea.como.desarrollador.o.como.usuario..Elige.la.opción.que.más.se.acerque.a.tu.uso.	X.Para.qué.usas.Shiny.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Shiny.en.2021.	X.Utilizas.actualmente.Python..Elije.la.declaración.que.más.se.ajuste.a.tu.uso.	X.Para.qué.aplicaciones.usas.Python.más.frecuentemente...marca.todas.las.que.correspondan.	Por.favor.califica.cuanto.disfrutas.usar.Python.en.una.escala.del.1.al.5..donde.1.es.que.no.lo.disfrutas.para.nada.y.5.es.que.lo.disfrutas.mucho.	X.Qué.tan.probable.es.que.recomiendes.Python.a.un.colega..amiga.o.o.un.familiar.	X.Qué.herramientas.usas.con.tus.aplicaciones.Python...marque.todo.lo.que.corresponda.	Mirando.hacia.el.futuro...cómo.esperas.que.cambie.su.uso.de.Python.en.2021.	X.Con.qué.lenguajes.o.herramientas.informáticas.te.sientes.cómodo.programando.hoy.	X.Cuál.fue.el.PRIMER.lenguaje.de.programación.o.herramienta.informática.que.aprendiste.	X.En.qué.año.naciste.	X.Con.qué.género.te.identificas.	Identifico.mi.origen.étnico.como..selecciona.todas.las.opciones.que.correspondan..	X.Cuál.es.el.nivel.educativo.más.alto.que.has.completado..Si.eres.estudiante..utiliza.el.nivel.más.alto.que.ya.hayas.completado.	X.En.qué.país.resides.actualmente.	X.En.qué.industria.trabajas.o.participas.	X.Cuál.es.el.nombre.de.tu.cargo.laboral..si.tienes.alguno..	X.Qué.categoría.describe.mejor.el.trabajo.que.haces.	X.Cuántas.personas.en.su.organización.o.grupo.de.trabajo.siente.que.puede.pedir.ayuda.o.apoyo.cuando.trabaja.con.R.	X.Te.sientes.parte.de.la.comunidad.R.	X.A.cuál.de.los.siguientes.eventos.has.asistido..Marca.todos.lo.que.correspondan..Incluye.todos.los.eventos.a.los.que.asististe.virtualmente.en.2020.	X.Cómo.te.enteraste.de.esta.encuesta.
2020-12-11T12:26:46Z	Intermedio	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Aprender el entorno de desarrollo RStudio	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Modelado/Aprendizaje automático, Visualización	5	9	Databricks, Jupyter cuadernos, Matlab, Microsoft Excel, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Connect, RStudio Desktop (IDE), RStudio Server Pro, Shinyapps.io, Shiny Server, Shiny Server Pro, Tableau	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Paquetes R creados para la búsqueda, como el paquete sos	Blog personal o sitio web de su propiedad, Sitio de RStudio Connect administrado por mi organización, Sitios web públicos como GitHub o Netlify, RPubs.com, Shinyapps.io	Espero que aumente	Five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Diariamente: al menos una vez al día	Tablas de datos interactivas	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico	4	9	Anaconda, Conda, Databricks, Jupyter cuadernos, Microsoft Excel, R	Espero que aumente	C/C++, Excel, Java, Javascript, Python, Tableau, Visual Basic	Visual Basic	1983	Male	Hispano/Latino	Algunos cursos universitarios de grado, sin título	United States of America / Estados Unidos de América	Cuidado de la Salud y Medicina	NA	Científica/o de datos o Analista	2	Si algo	RStudio::conf, UseR conferencia, rOpenSci Unconf, R Reuniones de damas (locales, regionales, nacionales o internacionales), R Pharma conferencia	Twitter
2020-12-11T12:27:26Z	Experto	NA	NA	NA	NA	NA	2014	En el trabajo	Fue requerido para mi trabajo	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Medicina, Análisis de encuestas	5	10	Microsoft Excel, Python, RStudio Cloud, RStudio Desktop (IDE), RStudio Server, Shinyapps.io, Julia	No	Generalmente	La comunidad todos son geniales <3	Es demasiado lento	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Tu red personal, como colegas y profesores	Email, Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint), Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear documentos PDF personalizados usando pagedown, Publicar libros en línea y fuera de línea a través de bookdown	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablas de datos interactivas	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Modelado/Aprendizaje automático, Medicina, Webscrapping	5	10	Anaconda, Conda, R	Espero que aumente	C/C++, Excel, Java, Javascript, Julia, Matlab, Python, LISP	Java	1992	Masculino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Jefe de área	Científica/o de datos o Analista	3	Neutral	NA	Twitter
2020-12-11T12:41:24Z	Intermedio	NA	NA	NA	NA	NA	2020	YouTube	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	9	RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	Posibilidades de usar gran cantidad y tipos de datos. Potencia de la visualización	Hay tanta información, que es dificil saber por donde empezar o que revisar	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	Python	1981	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Chile	Cuidado de la Salud y Medicina	NA	Profesional de Medicina	0	Si algo	RStudio::conf, R Reuniones de damas (locales, regionales, nacionales o internacionales)	LinkedIn
2020-12-11T12:44:36Z	Intermedio	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender a usar la interfaz de línea de comandos de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis de encuestas	4	8	Python, RStudio Desktop (IDE), SPSS	Sí	Generalmente	NA	NA	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear artículos listos para publicación para enviar, Crear paneles HTML con flexdashboard	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis de encuestas	4	6	Anaconda, Jupyter cuadernos, R, RStudio Decktop (IDE), SPSS	Espero que aumente	Excel, Python, SAS, SPSS	SPSS	1968	Hombre	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	NA	Educador/a	NA	Neutral	NA	Twitter
2020-12-11T12:47:36Z	Experto	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Administrar los paquetes	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis financiero	4	9	Databricks, Microsoft Excel, Python, RStudio Desktop (IDE)	Sí	De vez en cuando	NA	NA	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify	Espero que disminuya	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Publicar libros en línea y fuera de línea a través de bookdown, Documentar paquetes usando pkgdown, Crear diapositivas de presentación	Espero que disminuya	Ocasionalmente: menos de una vez al mes.	Narración narrativa con texto y datos	Espero que disminuya	Diariamente: al menos una vez al día.	Modelado/Aprendizaje automático, Análisis de texto	3	8	Anaconda, Conda, Databricks, Jupyter cuadernos, RStudio Decktop (IDE), Visual Studio Code	Espero que siga igual	C/C++, Excel, Python	R	1993	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	NA	Servicios Profesionales y de Negocios	Data Scientist	Científica/o de datos o Analista	0	Neutral	NA	LinkedIn
2020-12-11T12:53:22Z	Intermedio	NA	NA	NA	NA	NA	2016	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	10	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Las tareas de limpieza y manipulación de datos son mucho más sencillas con R una vez que aprendes a manejarlo.	La documentación generalmente es bastante pobre. No hay homogeneidad en la sintaxis de los paquetes de R. Incompatibilidades entre paquetes.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1992	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Servicios Profesionales y de Negocios	Data Scientist	Consultoría o Asesoría	2	Si algo	NA	Twitter
2020-12-11T12:57:32Z	Intermedio	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Encontrar paquetes apropiados para usar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	Jupyter cuadernos, JupyterLab 2.0, Matlab, Microsoft Excel, RStudio Desktop (IDE), Julia	Sí	Generalmente	Versatilidad. Excelentes paquetes para limpeza de datos. Siempre hay un paquete implementando algún método que quiera implementar. Buena documentación para la mayoría de paquetes.	"Cuando un paquete que usabas es abandonado y ya no funciona después de unos años. Por suerte, suele haber un sustituto disponible. 

No es el mejor para escribir prototipos rápidos de simulaciones, a menos que se cepa C++"	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear diapositivas de presentación	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Julia, Matlab	Matlab	1988	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Investigación	NA	Investigador/a	2	Neutral	NA	Email
2020-12-11T13:02:38Z	Intermedio	NA	NA	NA	NA	NA	2018	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Administrar los paquetes	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Genómica	5	9	JupyterLab 3.0, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	La filosofía de programación funcional	Problemas para paralelizar, mala gestión de recursos, lento en algunas ocasiones	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear diapositivas de presentación, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Análisis de texto	5	9	Conda, JupyterLab 3.0, R, Visual Studio Code	Espero que aumente	Java, Python	Python	1996	Masculino	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Investigación	Investigador en prácticas	Investigador/a	1	No en realidad no	NA	Twitter
2020-12-11T13:03:28Z	Intermedio	NA	NA	NA	NA	NA	2002	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue requerido para mi trabajo	Comprender la documentación de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Enseñanza universitaria	5	9	RStudio Cloud, RStudio Desktop (IDE), RStudio Server	No	Nunca	Los paquetes de la comunidad y la capacidad de implementar algoritmos y gráficas	No es tan fácil dominar R	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Vistas de tareas de CRAN, Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	RPubs.com, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear diapositivas de presentación, Crear documentos interactivos basados en Shiny	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	C/C++	1971	masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor Universidad	Investigador/a	10	Neutral	NA	Email
2020-12-11T13:03:40Z	Principiante	NA	NA	NA	NA	NA	2015	Buscando en Google la respuesta a mis preguntas	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Semanal: entre una vez al día y una vez a la semana	Linux (cualquier distribución)	Análisis estadístico, Medicina	4	6	RStudio Desktop (IDE)	No sé lo que es el tidyverse	No sé qué es el paquete tidyverse	Su versatilidad	La curva de aprendizaje	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Compartir en pdf el resultado de mis análisis estadísticos	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	BASIC	1971	Varón	Blanco, Hispano/Latino	Título profesional (por ejemplo, MD, DDS, DVM)	Spain / España	Cuidado de la Salud y Medicina	Médico especialista	Profesional de Medicina	1	Neutral	NA	R-Bloggers
2020-12-11T13:04:06Z	Intermedio	NA	NA	NA	NA	NA	2007	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	RStudio Desktop (IDE)	No	Generalmente	la facilidad de encontrar ayuda en línea y apoyo de la comunidad de usuarios	no sabría decir	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1967	masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Servicios Gubernamentales (Federales, Provinciales o Municipales)	NA	Administración	0	Neutral	NA	Email
2020-12-11T13:11:44Z	Intermedio	NA	NA	NA	NA	NA	2020	En el trabajo	Fue requerido para mi trabajo	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Apple MacOS	Limpieza o manipulación de datos, Visualización, Análisis de texto	4	8	RStudio Desktop (IDE)	Sí	Generalmente	los pipes	la poca performance	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Tu red personal, como colegas y profesores, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	Mensual: entre una vez a la semana y una vez al mes	Limpieza o manipulación de datos, Modelado/Aprendizaje automático	2	8	Anaconda, Jupyter cuadernos, JupyterLab 3.0	Espero que aumente	Excel, Python	R	1996	Masculino	Blanco	Uno o más cursos de postgrado, sin título de postgrado	Argentina	Servicios y Actividades Financieros	Data Analyst	Científica/o de datos o Analista	9	Neutral	R Reuniones de damas (locales, regionales, nacionales o internacionales)	De un colega o amigo
2020-12-11T13:36:53Z	Experto	NA	NA	NA	NA	NA	2014	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Queria hacer análisis estadísticos	Cambiar la mentalidad de trabajar con Excel a una mentalidad de programador	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Simulación de procesos industriales y de ingeniería química	4	9	Microsoft Excel, RStudio Desktop (IDE)	Sí	De vez en cuando	La posibilidad de crear simulaciones y analizar datos, principalmente	--	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, RPubs.com, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel, Fortran	Excel	1970	Varón	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Recursos Naturales y Minería	R&D Manager	Investigador/a	0	Sí definitivamente	NA	R-bloggers
2020-12-11T13:44:08Z	Experto	NA	NA	NA	NA	NA	2015	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Aprender la sintaxis de R, Comprender la documentación de R, Mensajes de error, Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Análisis de encuestas	5	7	Microsoft Excel, RStudio Desktop (IDE)	Sí	Generalmente	Que es libre y es muy completo	Que no soporta gran volumen de información, que el 90% de la información esta en inglés y que cada paquete tiene su particularidad. Es decir, uno nunca termina de aprender R. Además, quisiera poder aprender a hacer debug y no sé cómo.	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo	No los comparto	Espero que siga igual	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear paneles HTML con flexdashboard	Espero que siga igual	Nunca, no uso Shiny	NA	Planeo dejar de usarlo	No uso Python	NA	NA	NA	NA	Planeo dejar de usarlo	Excel	SPSS	1983	masculino	Prefiero no responder	Licenciatura (por ejemplo, BA, BS)	Argentina	Cuidado de la Salud y Medicina	analista predictivo de datos	Estadístico/a	0	Sí definitivamente	NA	LinkedIn
2020-12-11T13:45:06Z	Intermedio	NA	NA	NA	NA	NA	2020	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Comprender la documentación de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto	5	10	Microsoft Excel, RStudio Connect, RStudio Desktop (IDE), SAS, SPSS, C# .NET	Sí	Generalmente	Gráficos y variabilidad	No exista un try catch para errores	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Vistas de tareas de CRAN, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Email	Espero que aumente	"""five"""	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Nunca, no uso Shiny	NA	NA	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	9	Anaconda, R	Espero que aumente	C/C++, Excel, Python, SAS, SPSS, C#	NA	1963	Varón	Europeo	Grado universitario asociado (por ejemplo, AA, AS)	Spain / España	Educación	Serv. Informáticos	Científica/o de datos o Analista	100	Si algo	NA	Email
2020-12-11T13:47:04Z	Intermedio	NA	NA	NA	NA	NA	2013	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue requerido para mi trabajo	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Análisis de texto	5	10	RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	Comunidad de usuarios, conocimiento compartido	Nada	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores	Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Blog personal o sitio web de su propiedad, Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear sitios web a través de blogdown, Publicar libros en línea y fuera de línea a través de bookdown, Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Matlab, Prolog	Basic	1967	Masculino	Blanco	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Educación	Profesor Titular de Universidad  - Associate Professor	Educador/a	2	Sí definitivamente	Encuentro local o regional de R	Email
