Qtime	Qr_experience	Qhow_to_learn_r	Qreason_to_learn	Qr_use	Qtools	Qobstacles_to_starting	Qr_year	Qr_learning_path	Qr_reason_experienced	Qmost_difficult_aspect	Qr_how_often_used	Qr_OS	Qused_for	Qr_enjoyment	Qrecommend	Qtools_with_r	Qtidyverse_learning	Qtidyverse_today	Qlike_best	Qlike_least	Qr_problems	Qr_discover_packages	Qr_share	Qr_change	Qrobot_test	Qrmarkdown	Qrmarkdown_apps	Qrmarkdown_change	Qshiny	Qshiny_use	Qshiny_change	Qpython_use	Qpython_apps	Qpython_tools	Qpython)_enjoy	Qpython_recommend	Qpython_change	Qcoding_languages	Qfirst_language	Qyear_born	Qgender	Qethnicity	Qdegree	Qcountry	Qindustry	Qtitle	Qwork_title	Qteam_r_users	Qr_community	Qevents	Qhear
12/11/2020 17:52:29	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de encuestas	5	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	Me divierte programar y encontrar nuevas soluciones a problemas	NA	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que siga igual	five	Ocasionalmente: menos de una vez al mes.	Crear documentos PDF personalizados usando pagedown	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Limpieza o manipulación de datos	5	10	Jupyter cuadernos	Espero que aumente	Julia, Python	R	1981	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Asesor	Científica/o de datos o Analista	0	Neutral	NA	Twitter
12/11/2020 17:56:37	Intermedio	NA	NA	NA	NA	NA	2011	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Queria hacer análisis estadísticos	Comprender el ecosistema de R	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis financiero	4	5	Python, RStudio Desktop (IDE), Azure	Sí	Generalmente	Orientado a datos	Curva de aprendizaje empinada	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	community.rstudio.com, Listas de correo electrónico como r-help, r-packages o r-pkg-devel, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Otro sitio web interno o portal administrado por mi organización (por ejemplo, Sharepoint)	Espero que disminuya	five	Mensual: entre una vez a la semana y una vez al mes	Crear documentos interactivos basados en Shiny	Espero que disminuya	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que disminuya	Diariamente: al menos una vez al día.	Limpieza o manipulación de datos, Análisis financiero	4	10	Anaconda, JupyterLab 3.0, Visual Studio Code	Espero que aumente	Excel, Python, Visual Basic	R	1980	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Bolivia	Servicios y Actividades Financieros	Head of Financial Innovation	Profesional de Finanzas	5	Sí definitivamente	RStudio::conf, UseR conferencia, R Finance conferencia	Twitter
12/11/2020 17:58:26	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Tenía un interés personal	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	RStudio Desktop (IDE), Shinyapps.io	Sí	Generalmente	Versatility	A lot of people don't take seriously my R knowledge	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que disminuya	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que siga igual	Diariamente: al menos una vez al día.	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto	5	10	Visual Studio Code	Espero que aumente	Excel, Java, Matlab, Python	Matlab	1990	Male	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	United States of America / Estados Unidos de América	Sin empleo	NA	Estudiante	0	Si algo	NA	Twitter
12/11/2020 18:04:12	Intermedio	NA	NA	NA	NA	NA	2010	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Mensual: entre una vez a la semana y una vez al mes	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, RStudio Desktop (IDE), SPSS	Sí	Generalmente	Facilidad para limpiar y organizar los datos	El tiempo necesario para aprender	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear cuadernos R, Crear diapositivas de presentación	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Exploración de datos	Espero que siga igual	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos	4	9	Anaconda	Espero que aumente	Javascript, Python	SPSS	1963	Hombre	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Cuidado de la Salud y Medicina	Psicólogo	Investigador/a	1	Neutral	NA	Twitter
12/11/2020 18:04:29	Principiante	NA	NA	NA	NA	NA	2019	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	Fue requerido para mi trabajo	Mensajes de error	Ocasionalmente: menos de una vez al mes.	Linux (cualquier distribución)	Análisis estadístico, Visualización, Genómica, Medicina, Análisis de encuestas	5	10	RStudio Cloud	Sí	Generalmente	me divierte y me satisface cuando logro hacer algo	cuando no entiendo cómo resolver un error	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	community.rstudio.com, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	Ninguna	R	1995	mujer	Blanco, Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Uruguay	Investigación	Ayudante de clase	Investigador/a	5	No en realidad no	NA	Twitter
12/11/2020 18:05:32	Intermedio	NA	NA	NA	NA	NA	2014	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Comprender los tipos de datos de R	Semanal: entre una vez al día y una vez a la semana	Linux (cualquier distribución)	Análisis estadístico	5	8	RStudio Desktop (IDE)	No	De vez en cuando	Su flexibilidad	Los mensajes de error sin explicación aparente	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Grupos de Facebook de usuarios en mi disciplina	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Blog personal o sitio web de su propiedad, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	Estoy empezando a aprender programación	1994	Masculino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Perú	Investigación	Estudiante de doctorado	Estudiante	NA	Si algo	NA	Facebook
12/11/2020 18:06:59	Experto	NA	NA	NA	NA	NA	2015	En el trabajo	Fue requerido para mi trabajo	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Genómica	5	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), RStudio Server, Shinyapps.io	Sí	Generalmente	Versatilidad para modelos estadísticos	Manejo de RAM	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Documentar paquetes usando pkgdown, Crear paneles HTML con flexdashboard	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	4	9	Conda, Jupyter cuadernos	Espero que aumente	Python	Python	1992	Femenino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Switzerland / Suiza	Educación	NA	Investigador/a	10	Si algo	NA	De un colega o amigo
12/11/2020 18:07:32	Experto	NA	NA	NA	NA	NA	2018	En el trabajo	Tenía un interés personal	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Remote sensing and GIS	5	10	RStudio Desktop (IDE)	No	Generalmente	Versatilidad. Se puede tratar todo tipo de datos	Saturación de memoria RAM	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	Five	Mensual: entre una vez a la semana y una vez al mes	Crear paneles HTML con flexdashboard	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Analisis GIS muy pesado	2	5	Anaconda, JupyterLab 3.0	Espero que disminuya	Javascript	R	1991	Masculino	Prefiero no responder	Doctorado (por ejemplo, PhD, EdD)	Spain / España	Investigación	NA	Investigador/a	2	Sí definitivamente	NA	Twitter
12/11/2020 18:09:50	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Una mezcla de sintaxis y encontrar los paquetes adecuados para lograr lo que quería en el momento.	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	4	9	JupyterLab 3.0, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	Sí	Generalmente	La facilidad con que puedo leer/analizar/visualizar datos.	La curva de aprendizaje es díficil. Y sobre todo cuando llegas a un nivel intermedio no sabes en qué dirección continuar. Debido a que aprendí por mi cuenta y para fines específicos mis habilidades con R son suficientes pero quisiera seguir aprendiendo.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, Listas de correo electrónico como r-help, r-packages o r-pkg-devel	Email, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Ocasionalmente: menos de una vez al mes.	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización	3	8	JupyterLab 3.0	Espero que aumente	Python	R	1993	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Australia	Educación	NA	Estudiante	1	No en realidad no	NA	Twitter
12/11/2020 18:11:27	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Visualización, Análisis de encuestas	5	10	Microsoft Excel	Sí	Raramente	Es gratuito, y programable. Automatizable.	Que en el base R el comando barplot no incluya argumentos para barras de error.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, Visual Basic	Logo y Basic	1973	Masculino	Blanco, Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	México	Educación	Profesor Investigador	Investigador/a	0	Sí definitivamente	R Reuniones de damas (locales, regionales, nacionales o internacionales)	Twitter
12/11/2020 18:13:38	Experto	NA	NA	NA	NA	NA	2010	Curso en línea (por ejemplo, Coursera, edX, Datacamp)	No tenia plata para comprar software para hacer analisis estadisticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Linux (cualquier distribución)	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	10	Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE)	No	Nunca	La capacidad de maniobrar con los tipos de datos.	Lo lento que es en comparación con otros softwares (C++, Java).	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo	Sitios web públicos como GitHub o Netlify	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Documentar paquetes usando pkgdown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Aplicaciones de mapeo	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Modelado/Aprendizaje automático	3	8	Conda, JupyterLab 3.0	Espero que siga igual	C/C++, Excel, Python	R	1988	Masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Canada	Recursos Naturales y Minería	NA	Investigador/a	NA	Neutral	NA	Twitter
